trial_number,drug_id,start_char,end_char,recognised_text
ACTRN12607000641493,DB00207,15,27,Azithromycin
ACTRN12607000642482,DB11094,0,9,Vitamin D
ACTRN12607000642482,DB11094,118,127,Vitamin D
ACTRN12607000645459,DB00133,326,332,serine
ACTRN12607000645459,DB00160,343,350,alanine
ACTRN12607000645459,DB00145,362,369,glycine
ACTRN12607000645459,DB00161,381,387,valine
ACTRN12607000645459,DB00156,399,408,threonine
ACTRN12607000645459,DB00149,419,426,leucine
ACTRN12607000645459,DB00172,438,445,proline
ACTRN12607000645459,DB00167,457,467,isoleucine
ACTRN12607000645459,DB00174,479,489,asparagine
ACTRN12607000645459,DB00128,501,514,aspartic acid
ACTRN12607000645459,DB00120,526,539,phenylalanine
ACTRN12607000645459,DB00129,550,559,ornithine
ACTRN12607000645459,DB00142,570,583,glutamic acid
ACTRN12607000645459,DB00135,594,602,tyrosine
ACTRN12607000645459,DB00123,613,619,lysine
ACTRN12607000645459,DB00117,630,639,histidine
ACTRN12607000645459,DB00138,650,657,cystine
ACTRN12607000645459,DB01956,668,675,taurine
ACTRN12607000645459,DB01373,686,693,calcium
ACTRN12607000645459,DB00139,694,703,succinate
ACTRN12607000645459,DB11110,714,731,magnesium citrate
ACTRN12607000645459,DB01378,773,782,magnesium
ACTRN12607000645459,DB09125,803,820,potassium citrate
ACTRN12607000645459,DB01345,871,880,potassium
ACTRN12607000645459,DB10516,904,916,milk protein
ACTRN12607000648426,DB00809,48,59,tropicamide
ACTRN12607000651482,DB00158,140,146,folate
ACTRN12607000651482,DB01373,148,155,calcium
ACTRN12607000652471,DB10516,31,37,casein
ACTRN12607000652471,DB11348,63,80,calcium phosphate
ACTRN12607000652471,DB12111,82,85,CPP
ACTRN12607000653460,DB10516,123,129,casein
ACTRN12607000653460,DB11348,155,172,calcium phosphate
ACTRN12607000653460,DB12111,174,177,CPP
ACTRN12607000653460,DB09325,215,230,sodium fluoride
ACTRN12607000653460,DB12111,261,264,CPP
ACTRN12607000653460,DB09325,336,351,sodium fluoride
ACTRN12608000003370,DB08818,109,124,hyaluronic acid
ACTRN12608000003370,DB08818,557,572,hyaluronic acid
ACTRN12608000004369,DB09287,399,402,PEG
ACTRN12608000005358,DB09140,10,16,oxygen
ACTRN12608000006347,DB00702,117,127,Icodextrin
ACTRN12608000009314,DB00296,583,594,Ropivacaine
ACTRN12608000009314,DB00813,644,652,fentanyl
ACTRN12608000013369,DB00531,32,48,cyclophosphamide
ACTRN12608000016336,DB00126,5,18,ascorbic acid
ACTRN12608000021370,DB09341,342,349,glucose
ACTRN12608000024347,DB00333,131,140,methadone
ACTRN12608000024347,DB00333,195,204,Methadone
ACTRN12608000024347,DB01183,205,213,Naloxone
ACTRN12608000024347,DB00333,326,335,methadone
ACTRN12608000024347,DB00333,372,381,methadone
ACTRN12608000024347,DB01183,382,390,naloxone
ACTRN12608000028303,DB00316,12,23,paracetamol
ACTRN12608000029392,DB00367,12,26,levonorgestrel
ACTRN12608000029392,DB00367,200,214,levonorgestrel
ACTRN12608000029392,DB00367,256,270,levonorgestrel
ACTRN12608000029392,DB00367,285,299,levonorgestrel
ACTRN12608000029392,DB00367,401,415,levonorgestrel
ACTRN12608000030370,DB00883,521,525,ISDN
ACTRN12608000030370,DB00883,637,641,ISDN
ACTRN12608000030370,DB00883,685,689,ISDN
ACTRN12608000032358,DB11933,553,556,IPA
ACTRN12608000032358,DB11933,1124,1127,IPA
ACTRN12608000035325,DB11133,295,314,Omega-3 Fatty Acids
ACTRN12608000039381,DB00333,69,78,methadone
ACTRN12608000039381,DB00921,83,96,buprenorphine
ACTRN12608000039381,DB01183,97,105,naloxone
ACTRN12608000039381,DB00333,294,303,Methadone
ACTRN12608000039381,DB00921,393,406,Buprenorphine
ACTRN12608000041358,DB00150,1544,1548,W et
ACTRN12608000047392,DB10542,0,9,Goat milk
ACTRN12608000047392,DB10542,324,333,goat milk
ACTRN12608000049370,DB00352,65,67,TG
ACTRN12608000049370,DB00352,341,343,TG
ACTRN12608000049370,DB12111,347,350,CPP
ACTRN12608000049370,DB00352,442,444,TG
ACTRN12608000052336,DB01520,327,330,TCP
ACTRN12608000052336,DB00102,355,366,becaplermin
ACTRN12608000052336,DB01520,586,589,TCP
ACTRN12608000052336,DB00102,665,676,becaplermin
ACTRN12608000052336,DB01520,740,743,TCP
ACTRN12608000052336,DB00102,1279,1290,becaplermin
ACTRN12608000052336,DB09395,1295,1309,sodium acetate
ACTRN12608000053325,DB09140,244,250,oxygen
ACTRN12608000053325,DB09140,319,325,oxygen
ACTRN12608000055303,DB09341,586,593,glucose
ACTRN12608000057381,DB01373,14,21,calcium
ACTRN12608000058370,DB01028,0,14,Methoxyflurane
ACTRN12608000059369,DB00422,396,399,MPH
ACTRN12608000061336,DB00515,23,32,cisplatin
ACTRN12608000061336,DB01248,50,59,docetaxel
ACTRN12608000061336,DB00002,102,111,cetuximab
ACTRN12608000065392,DB10572,984,988,corn
ACTRN12608000067370,DB00297,549,560,bupivacaine
ACTRN12608000067370,DB00297,727,738,Bupivacaine
ACTRN12608000067370,DB00281,812,822,lignocaine
ACTRN12608000069358,DB01592,254,258,Iron
ACTRN12608000069358,DB01593,304,308,Zinc
ACTRN12608000069358,DB11248,310,324,Zinc gluconate
ACTRN12608000069358,DB00162,332,341,Vitamin A
ACTRN12608000069358,DB00162,343,350,retinol
ACTRN12608000069358,DB05382,367,376,Iodine 90
ACTRN12608000069358,DB00152,380,390,Vitamin B1
ACTRN12608000069358,DB00140,398,408,Vitamin B2
ACTRN12608000069358,DB00165,416,426,Vitamin B6
ACTRN12608000069358,DB00115,434,449,Vitamin B12 0.9
ACTRN12608000069358,DB00627,453,461,Niacin 6
ACTRN12608000069358,DB00158,465,471,Folate
ACTRN12608000069358,DB00158,473,483,folic acid
ACTRN12608000069358,DB00126,492,501,Vitamin C
ACTRN12608000069358,DB00126,503,516,ascorbic acid
ACTRN12608000069358,DB09130,524,534,Copper	0.3
ACTRN12608000069358,DB11094,538,549,Vitamin D 5
ACTRN12608000069358,DB00163,553,567,Vitamin E 6 IU
ACTRN12608000078358,DB00163,146,155,vitamin E
ACTRN12608000079347,DB01409,55,65,Tiotropium
ACTRN12608000079347,DB00983,148,158,formoterol
ACTRN12608000079347,DB00983,240,250,formoterol
ACTRN12608000079347,DB01409,256,266,Tiotropium
ACTRN12608000082303,DB00997,34,55,Doxorubicin Transdrug
ACTRN12608000084381,DB11330,174,177,PCC
ACTRN12608000084381,DB11330,977,980,PCC
ACTRN12608000084381,DB11330,1020,1023,PCC
ACTRN12608000084381,DB11330,1087,1090,PCC
ACTRN12608000084381,DB11330,1138,1141,PCC
ACTRN12608000084381,DB11330,1173,1176,PCC
ACTRN12608000084381,DB11330,1215,1218,PCC
ACTRN12608000084381,DB11330,1339,1342,PCC
ACTRN12608000084381,DB11330,1372,1375,PCC
ACTRN12608000087358,DB00158,0,10,Folic acid
ACTRN12608000087358,DB00360,27,46,tetrahydrobiopterin
ACTRN12608000088347,DB00230,25,35,pregabalin
ACTRN12608000088347,DB00230,88,98,pregabalin
ACTRN12608000088347,DB00230,122,132,pregabalin
ACTRN12608000088347,DB00230,242,252,pregabalin
ACTRN12608000090314,DB09241,0,14,Methylene blue
ACTRN12608000091303,DB09157,110,124,carbon dioxide
ACTRN12608000095369,DB11330,89,92,PCC
ACTRN12608000095369,DB11330,217,237,PCC - Experiential &
ACTRN12608000095369,DB11330,280,283,PCC
ACTRN12608000095369,DB11330,320,323,PCC
ACTRN12608000095369,DB11330,522,525,PCC
ACTRN12608000095369,DB11330,604,607,PCC
ACTRN12608000095369,DB11330,690,693,PCC
ACTRN12608000096358,DB00909,21,31,Zonisamide
ACTRN12608000096358,DB00909,71,81,Zonisamide
ACTRN12608000097347,DB00909,20,30,Zonisamide
ACTRN12608000097347,DB00909,70,80,Zonisamide
ACTRN12608000098336,DB00761,51,69,potassium chloride
ACTRN12608000099325,DB00159,61,64,EPA
ACTRN12608000099325,DB00159,101,104,EPA
ACTRN12608000104358,DB00898,77,84,alcohol
ACTRN12608000105347,DB09268,932,944,picosulphate
ACTRN12608000105347,DB00435,954,964,) no later
ACTRN12608000106336,DB09140,55,61,oxygen
ACTRN12608000115336,DB10429,120,136,Candida albicans
ACTRN12608000115336,DB10429,152,168,candida albicans
ACTRN12608000117314,DB00162,104,113,vitamin A
ACTRN12608000117314,DB00139,150,159,SUCCINATE
ACTRN12608000117314,DB00163,168,177,vitamin E
ACTRN12608000117314,DB00152,194,202,THIAMINE
ACTRN12608000117314,DB00152,218,228,vitamin B1
ACTRN12608000117314,DB00140,237,248,RIBOFLAVINE
ACTRN12608000117314,DB00140,250,260,vitamin B2
ACTRN12608000117314,DB02701,269,281,NICOTINAMIDE
ACTRN12608000117314,DB00627,283,293,vitamin B3
ACTRN12608000117314,DB01373,302,309,CALCIUM
ACTRN12608000117314,DB01783,310,322,PANTOTHENATE
ACTRN12608000117314,DB01783,324,334,vitamin B5
ACTRN12608000117314,DB01783,344,360,pantothenic acid
ACTRN12608000117314,DB00165,377,401,PYRIDOXINE HYDROCHLORIDE
ACTRN12608000117314,DB00165,403,413,vitamin B6
ACTRN12608000117314,DB00165,423,433,pyridoxine
ACTRN12608000117314,DB00115,450,464,CYANOCOBALAMIN
ACTRN12608000117314,DB00115,466,477,vitamin B12
ACTRN12608000117314,DB00169,489,504,CHOLECALCIFEROL
ACTRN12608000117314,DB00169,506,516,vitamin D3
ACTRN12608000117314,DB11094,526,542,vitamin D 200 IU
ACTRN12608000117314,DB00121,550,556,BIOTIN
ACTRN12608000117314,DB00121,558,567,vitamin H
ACTRN12608000117314,DB00158,578,588,FOLIC ACID
ACTRN12608000117314,DB01373,598,605,CALCIUM
ACTRN12608000117314,DB00126,606,615,ASCORBATE
ACTRN12608000117314,DB00126,645,658,ascorbic acid
ACTRN12608000117314,DB01022,676,690,PHYTOMENADIONE
ACTRN12608000117314,DB01022,692,702,vitamin K1
ACTRN12608000117314,DB01373,749,756,CALCIUM
ACTRN12608000117314,DB01373,773,780,calcium
ACTRN12608000117314,DB13359,795,814,MAGNESIUM ASPARTATE
ACTRN12608000117314,DB01378,833,842,magnesium
ACTRN12608000117314,DB11142,859,875,SELENOMETHIONINE
ACTRN12608000117314,DB11135,884,892,selenium
ACTRN12608000117314,DB11137,908,927,MOLYBDENUM TRIOXIDE
ACTRN12608000117314,DB11137,936,946,molybdenum
ACTRN12608000117314,DB11255,964,983,CHROMIUM PICOLINATE
ACTRN12608000117314,DB11136,992,1000,chromium
ACTRN12608000117314,DB06757,1018,1027,MANGANESE
ACTRN12608000117314,DB06757,1055,1064,manganese
ACTRN12608000117314,DB01592,1102,1106,iron
ACTRN12608000117314,DB11246,1122,1140,COPPER GLUCONATE  
ACTRN12608000117314,DB09130,1148,1154,copper
ACTRN12608000117314,DB06715,1171,1187,POTASSIUM IODIDE
ACTRN12608000117314,DB05382,1196,1202,iodine
ACTRN12608000117314,DB01345,1222,1231,potassium
ACTRN12608000117314,DB01593,1251,1255,ZINC
ACTRN12608000117314,DB01593,1283,1287,zinc
ACTRN12608000117314,DB10631,1484,1493,cranberry
ACTRN12608000117314,DB01381,1620,1638,GINKGO BILOBA LEAF
ACTRN12608000117314,DB01381,1644,1659,Maidenhair tree
ACTRN12608000117314,DB10533,1864,1869,Grape
ACTRN12608000117314,DB09270,1953,1966,UBIDECARENONE
ACTRN12608000117314,DB10638,2053,2062,artichoke
ACTRN12608000117314,DB11132,2275,2281,SILICA
ACTRN12608000117314,DB12982,2310,2317,silicon
ACTRN12608000117314,DB00144,2454,2472,PHOSPHATIDYLSERINE
ACTRN12608000117314,DB00144,2494,2512,phosphatidylserine
ACTRN12608000117314,DB10683,2525,2540,SPEARMINT OIL 2
ACTRN12608000117314,DB00137,2664,2670,Lutein
ACTRN12608000117314,DB00137,2692,2698,lutein
ACTRN12608000117314,DB00162,2919,2928,vitamin A
ACTRN12608000117314,DB00139,2965,2974,SUCCINATE
ACTRN12608000117314,DB00163,2983,2992,vitamin E
ACTRN12608000117314,DB00152,3010,3018,THIAMINE
ACTRN12608000117314,DB00152,3034,3044,vitamin B1
ACTRN12608000117314,DB00140,3053,3064,RIBOFLAVINE
ACTRN12608000117314,DB00140,3066,3076,vitamin B2
ACTRN12608000117314,DB02701,3085,3097,NICOTINAMIDE
ACTRN12608000117314,DB00627,3099,3109,vitamin B3
ACTRN12608000117314,DB01373,3118,3125,CALCIUM
ACTRN12608000117314,DB01783,3126,3138,PANTOTHENATE
ACTRN12608000117314,DB01783,3140,3150,vitamin B5
ACTRN12608000117314,DB01783,3160,3176,pantothenic acid
ACTRN12608000117314,DB00165,3192,3216,PYRIDOXINE HYDROCHLORIDE
ACTRN12608000117314,DB00165,3218,3228,vitamin B6
ACTRN12608000117314,DB00165,3238,3248,pyridoxine
ACTRN12608000117314,DB00115,3265,3279,CYANOCOBALAMIN
ACTRN12608000117314,DB00115,3281,3292,vitamin B12
ACTRN12608000117314,DB00169,3303,3318,CHOLECALCIFEROL
ACTRN12608000117314,DB00169,3320,3330,vitamin D3
ACTRN12608000117314,DB11094,3340,3356,vitamin D 200 IU
ACTRN12608000117314,DB00121,3364,3370,BIOTIN
ACTRN12608000117314,DB00121,3372,3381,vitamin H
ACTRN12608000117314,DB00158,3392,3402,FOLIC ACID
ACTRN12608000117314,DB01373,3412,3419,CALCIUM
ACTRN12608000117314,DB00126,3420,3429,ASCORBATE
ACTRN12608000117314,DB00126,3441,3450,vitamin C
ACTRN12608000117314,DB00126,3460,3473,ascorbic acid
ACTRN12608000117314,DB01022,3491,3505,PHYTOMENADIONE
ACTRN12608000117314,DB01022,3507,3516,vitamin K
ACTRN12608000117314,DB01373,3562,3569,CALCIUM
ACTRN12608000117314,DB01373,3586,3593,calcium
ACTRN12608000117314,DB13359,3608,3627,MAGNESIUM ASPARTATE
ACTRN12608000117314,DB01378,3646,3655,magnesium
ACTRN12608000117314,DB11142,3672,3688,SELENOMETHIONINE
ACTRN12608000117314,DB11135,3697,3705,selenium
ACTRN12608000117314,DB11137,3721,3740,MOLYBDENUM TRIOXIDE
ACTRN12608000117314,DB11137,3749,3759,molybdenum
ACTRN12608000117314,DB11255,3777,3796,CHROMIUM PICOLINATE
ACTRN12608000117314,DB11136,3805,3813,chromium
ACTRN12608000117314,DB06757,3831,3840,MANGANESE
ACTRN12608000117314,DB06757,3868,3877,manganese
ACTRN12608000117314,DB01592,3916,3920,iron
ACTRN12608000117314,DB11246,3936,3952,COPPER GLUCONATE
ACTRN12608000117314,DB09130,3961,3967,copper
ACTRN12608000117314,DB06715,3985,4001,POTASSIUM IODIDE
ACTRN12608000117314,DB05382,4010,4016,iodine
ACTRN12608000117314,DB01345,4036,4045,potassium
ACTRN12608000117314,DB01593,4065,4069,ZINC
ACTRN12608000117314,DB01593,4097,4101,zinc
ACTRN12608000117314,DB10631,4299,4308,cranberry
ACTRN12608000117314,DB01381,4436,4458,GINKGO BILOBA LEAF DRY
ACTRN12608000117314,DB01381,4460,4475,Maidenhair tree
ACTRN12608000117314,DB10533,4744,4749,Grape
ACTRN12608000117314,DB09270,4906,4919,UBIDECARENONE
ACTRN12608000117314,DB10638,5006,5015,artichoke
ACTRN12608000117314,DB00144,5093,5111,PHOSPHATIDYLSERINE
ACTRN12608000117314,DB00144,5133,5151,phosphatidylserine
ACTRN12608000117314,DB10683,5164,5179,SPEARMINT OIL 2
ACTRN12608000117314,DB00137,5303,5309,Lutein
ACTRN12608000117314,DB00137,5331,5337,lutein
ACTRN12608000118303,DB00802,9,19,alfentanil
ACTRN12608000118303,DB00295,32,40,morphine
ACTRN12608000119392,DB03088,359,373,PCA/NU Systems
ACTRN12608000120370,DB01409,257,267,tiotropium
ACTRN12608000120370,DB03088,536,550,PCA/NU Systems
ACTRN12608000121369,DB01109,8,15,heparin
ACTRN12608000122358,DB00367,334,348,levonorgestrel
ACTRN12608000122358,DB00367,397,411,levonorgestrel
ACTRN12608000125325,DB09341,21,28,glucose
ACTRN12608000125325,DB09341,70,77,glucose
ACTRN12608000128392,DB00745,22,31,modafinil
ACTRN12608000128392,DB00745,118,127,modafinil
ACTRN12608000129381,DB01073,16,27,fludarabine
ACTRN12608000129381,DB00531,99,115,cyclophosphamide
ACTRN12608000129381,DB00987,157,167,cytarabine
ACTRN12608000129381,DB00098,203,239,rabbit anti-human thymocyte globulin
ACTRN12608000129381,DB05914,287,309,mesenchymal stem cells
ACTRN12608000133336,DB09155,58,76,He Shou Wu Capsule
ACTRN12608000134325,DB09341,95,103,dextrose
ACTRN12608000139370,DB01744,53,60,CAMPHOR
ACTRN12608000139370,DB01744,181,188,CAMPHOR
ACTRN12608000139370,DB01744,299,306,CAMPHOR
ACTRN12608000139370,DB01744,387,394,CAMPHOR
ACTRN12608000145303,DB04465,720,727,lactose
ACTRN12608000150347,DB00207,33,45,azithromycin
ACTRN12608000152325,DB09374,201,218,Indocyanine Green
ACTRN12608000153314,DB06782,24,27,BAL
ACTRN12608000153314,DB06782,152,155,BAL
ACTRN12608000155392,DB00144,205,211,PS) of
ACTRN12608000155392,DB00144,244,264,PS of 20cmH2O. Tests
ACTRN12608000155392,DB00144,577,582,PS 10
ACTRN12608000155392,DB00144,596,601,PS 10
ACTRN12608000155392,DB00144,613,618,PS 20
ACTRN12608000155392,DB00144,632,634,PS
ACTRN12608000155392,DB09140,894,900,oxygen
ACTRN12608000155392,DB00144,985,990,PS 10
ACTRN12608000155392,DB00144,995,997,PS
ACTRN12608000156381,DB00125,117,129,Arginine/day
ACTRN12608000158369,DB00958,0,17,Carboplatin (Area
ACTRN12608000158369,DB05147,81,87,CYT997
ACTRN12608000159358,DB06543,0,11,Astaxanthin
ACTRN12608000160336,DB00653,29,46,magnesium sulfate
ACTRN12608000165381,DB00945,571,578,aspirin
ACTRN12608000165381,DB00841,1198,1208,dobutamine
ACTRN12608000167369,DB00653,51,69,magnesium sulphate
ACTRN12608000170325,DB00499,35,44,Flutamide
ACTRN12608000170325,DB00007,84,94,Leuprolide
ACTRN12608000172303,DB09140,65,71,oxygen
ACTRN12608000172303,DB09140,114,120,oxygen
ACTRN12608000172303,DB09140,353,359,oxygen
ACTRN12608000172303,DB09140,1429,1435,oxygen
ACTRN12608000173392,DB00472,0,10,Fluoxetine
ACTRN12608000174381,DB00531,0,16,Cyclophosphamide
ACTRN12608000176369,DB00198,212,223,oseltamivir
ACTRN12608000176369,DB00558,553,562,Zanamivir
ACTRN12608000176369,DB00558,687,696,zanamivir
ACTRN12608000176369,DB00558,753,762,Zanamivir
ACTRN12608000177358,DB00300,408,428,tenofovir disoproxil
ACTRN12608000177358,DB00879,442,455,emtricitabine
ACTRN12608000177358,DB06817,505,516,raltegravir
ACTRN12608000177358,DB06817,748,759,raltegravir
ACTRN12608000178347,DB00198,304,315,oseltamivir
ACTRN12608000178347,DB00558,438,447,Zanamivir
ACTRN12608000179336,DB00558,335,344,Zanamivir
ACTRN12608000179336,DB00558,410,419,Zanamivir
ACTRN12608000180314,DB12982,60,67,silicon
ACTRN12608000181303,DB08804,56,76,Nandrolone decanoate
ACTRN12608000181303,DB09126,148,176,human chorionic gonadotropin
ACTRN12608000181303,DB08804,252,272,Nandrolone decanoate
ACTRN12608000181303,DB13169,425,435,Nandrolone
ACTRN12608000182392,DB04540,886,897,cholesterol
ACTRN12608000186358,DB01592,12,16,iron
ACTRN12608000186358,DB09274,33,46,as single 500
ACTRN12608000187347,DB06812,23,38,povidone-iodine
ACTRN12608000187347,DB06812,151,166,povidone-iodine
ACTRN12608000190303,DB10561,11,15,pork
ACTRN12608000190303,DB10561,66,70,pork
ACTRN12608000190303,DB10561,135,139,pork
ACTRN12608000194369,DB09287,38,41,PEG
ACTRN12608000194369,DB09287,66,69,PEG
ACTRN12608000194369,DB00818,205,215,Disoprivan
ACTRN12608000194369,DB00818,218,228,Propofolum
ACTRN12608000194369,DB00818,230,251,"2,6-Diisopropylphenol"
ACTRN12608000194369,DB00945,513,516,ASA
ACTRN12608000194369,DB00945,518,525,Aspirin
ACTRN12608000194369,DB00758,572,583,clopidogrel
ACTRN12608000194369,DB01109,675,697,unfractionated heparin
ACTRN12608000194369,DB09287,779,782,PEG
ACTRN12608000194369,DB00946,794,808,Phenprocoumone
ACTRN12608000195358,DB08818,99,110,hyaluronate
ACTRN12608000195358,DB08818,312,323,hyaluronate
ACTRN12608000196347,DB00877,106,115,Sirolimus
ACTRN12608000199314,DB00806,6,20,Oxpentifylline
ACTRN12608000200381,DB00396,8,20,progesterone
ACTRN12608000200381,DB00396,169,181,progesterone
ACTRN12608000201370,DB01395,45,57,drospirenone
ACTRN12608000205336,DB01390,0,18,Sodium bicarbonate
ACTRN12608000207314,DB00898,21,32,alcohol/day
ACTRN12608000207314,DB00898,149,156,alcohol
ACTRN12608000211369,DB00104,66,76,octreotide
ACTRN12608000211369,DB01234,210,223,dexamethasone
ACTRN12608000211369,DB00863,231,241,ranitidine
ACTRN12608000214336,DB00134,1599,1602,met
ACTRN12608000218392,DB10563,141,145,rice
ACTRN12608000220369,DB06724,487,504,Calcium carbonate
ACTRN12608000220369,DB11094,518,527,vitamin D
ACTRN12608000222347,DB05382,18,24,iodine
ACTRN12608000223336,DB00112,0,11,Bevacizumab
ACTRN12608000223336,DB00968,121,124,AMD
ACTRN12608000225314,DB00396,19,31,progesterone
ACTRN12608000225314,DB00783,116,125,estradiol
ACTRN12608000226303,DB04997,24,31,ATL1102
ACTRN12608000227392,DB12768,23,34,BCG vaccine
ACTRN12608000227392,DB12768,44,47,BCG
ACTRN12608000227392,DB12768,57,60,BCG
ACTRN12608000227392,DB12768,68,71,BCG
ACTRN12608000227392,DB12768,148,159,BCG vaccine
ACTRN12608000227392,DB12768,168,171,BCG
ACTRN12608000227392,DB12768,212,215,BCG
ACTRN12608000228381,DB00898,146,153,alcohol
ACTRN12608000235303,DB06774,45,54,capsaicin
ACTRN12608000236392,DB00559,0,8,Bosentan
ACTRN12608000237381,DB09341,240,247,glucose
ACTRN12608000237381,DB09341,459,466,glucose
ACTRN12608000240347,DB00818,2009,2017,propofol
ACTRN12608000240347,DB00813,2029,2037,fentanyl
ACTRN12608000240347,DB00683,2055,2064,midazolam
ACTRN12608000240347,DB09140,2282,2288,oxygen
ACTRN12608000240347,DB01236,2294,2305,sevoflurane
ACTRN12608000240347,DB01236,2507,2518,sevoflurane
ACTRN12608000240347,DB09140,2617,2623,oxygen
ACTRN12608000240347,DB06690,2653,2666,nitrous oxide
ACTRN12608000240347,DB00610,2696,2707,metaraminol
ACTRN12608000240347,DB00388,2711,2724,phenylephrine
ACTRN12608000240347,DB01236,2838,2849,sevoflurane
ACTRN12608000240347,DB09140,2856,2862,oxygen
ACTRN12608000240347,DB09140,2898,2904,oxygen
ACTRN12608000240347,DB09140,3702,3708,oxygen
ACTRN12608000242325,DB00921,0,13,Buprenorphine
ACTRN12608000243314,DB01006,81,90,letrozole
ACTRN12608000243314,DB01006,141,150,letrozole
ACTRN12608000246381,DB10563,84,88,RICE
ACTRN12608000251325,DB00166,13,30,alpha lipoic acid
ACTRN12608000253303,DB01104,0,13,Sertraline 25
ACTRN12608000253303,DB01104,80,90,sertraline
ACTRN12608000253303,DB01104,112,122,sertraline
ACTRN12608000254392,DB00515,36,45,Cisplatin
ACTRN12608000254392,DB00673,65,79,Aprepitant 125
ACTRN12608000254392,DB01234,166,191,Dexamethasone days 1 to 8
ACTRN12608000256370,DB00162,104,113,vitamin A
ACTRN12608000256370,DB00139,150,159,SUCCINATE
ACTRN12608000256370,DB00163,168,177,vitamin E
ACTRN12608000256370,DB00152,194,202,THIAMINE
ACTRN12608000256370,DB00152,218,228,vitamin B1
ACTRN12608000256370,DB00140,237,248,RIBOFLAVINE
ACTRN12608000256370,DB00140,250,260,vitamin B2
ACTRN12608000256370,DB02701,269,281,NICOTINAMIDE
ACTRN12608000256370,DB00627,283,293,vitamin B3
ACTRN12608000256370,DB01373,302,309,CALCIUM
ACTRN12608000256370,DB01783,310,322,PANTOTHENATE
ACTRN12608000256370,DB01783,324,334,vitamin B5
ACTRN12608000256370,DB01783,344,360,pantothenic acid
ACTRN12608000256370,DB00165,377,401,PYRIDOXINE HYDROCHLORIDE
ACTRN12608000256370,DB00165,403,413,vitamin B6
ACTRN12608000256370,DB00165,423,433,pyridoxine
ACTRN12608000256370,DB00115,450,464,CYANOCOBALAMIN
ACTRN12608000256370,DB00115,466,477,vitamin B12
ACTRN12608000256370,DB00169,489,504,CHOLECALCIFEROL
ACTRN12608000256370,DB00169,506,516,vitamin D3
ACTRN12608000256370,DB11094,526,542,vitamin D 200 IU
ACTRN12608000256370,DB00121,550,556,BIOTIN
ACTRN12608000256370,DB00121,558,567,vitamin H
ACTRN12608000256370,DB00158,578,588,FOLIC ACID
ACTRN12608000256370,DB01373,598,605,CALCIUM
ACTRN12608000256370,DB00126,606,615,ASCORBATE
ACTRN12608000256370,DB00126,645,658,ascorbic acid
ACTRN12608000256370,DB01022,676,690,PHYTOMENADIONE
ACTRN12608000256370,DB01022,692,702,vitamin K1
ACTRN12608000256370,DB01373,748,755,CALCIUM
ACTRN12608000256370,DB01373,772,779,calcium
ACTRN12608000256370,DB13359,794,813,MAGNESIUM ASPARTATE
ACTRN12608000256370,DB01378,832,841,magnesium
ACTRN12608000256370,DB11142,858,874,SELENOMETHIONINE
ACTRN12608000256370,DB11135,883,891,selenium
ACTRN12608000256370,DB11137,907,926,MOLYBDENUM TRIOXIDE
ACTRN12608000256370,DB11137,935,945,molybdenum
ACTRN12608000256370,DB11255,963,982,CHROMIUM PICOLINATE
ACTRN12608000256370,DB11136,991,999,chromium
ACTRN12608000256370,DB06757,1017,1026,MANGANESE
ACTRN12608000256370,DB06757,1054,1063,manganese
ACTRN12608000256370,DB01592,1101,1105,iron
ACTRN12608000256370,DB11246,1121,1137,COPPER GLUCONATE
ACTRN12608000256370,DB09130,1146,1152,copper
ACTRN12608000256370,DB06715,1169,1185,POTASSIUM IODIDE
ACTRN12608000256370,DB05382,1194,1200,iodine
ACTRN12608000256370,DB01345,1220,1229,potassium
ACTRN12608000256370,DB01593,1249,1253,ZINC
ACTRN12608000256370,DB01593,1281,1285,zinc
ACTRN12608000256370,DB10631,1482,1491,cranberry
ACTRN12608000256370,DB01381,1618,1636,GINKGO BILOBA LEAF
ACTRN12608000256370,DB01381,1642,1657,Maidenhair tree
ACTRN12608000256370,DB10533,1862,1867,Grape
ACTRN12608000256370,DB09270,1951,1964,UBIDECARENONE
ACTRN12608000256370,DB10638,2051,2060,artichoke
ACTRN12608000256370,DB11132,2273,2279,SILICA
ACTRN12608000256370,DB12982,2308,2315,silicon
ACTRN12608000256370,DB00144,2452,2470,PHOSPHATIDYLSERINE
ACTRN12608000256370,DB00144,2492,2510,phosphatidylserine
ACTRN12608000256370,DB10683,2523,2538,SPEARMINT OIL 2
ACTRN12608000256370,DB00137,2662,2668,Lutein
ACTRN12608000256370,DB00137,2690,2696,lutein
ACTRN12608000258358,DB06581,105,114,bevirimat
ACTRN12608000268347,DB03419,0,6,uracil
ACTRN12608000268347,DB03462,36,43,thymine
ACTRN12608000269336,DB00653,0,17,Magnesium sulfate
ACTRN12608000272392,DB10707,13,19,cotton
ACTRN12608000272392,DB10707,77,83,cotton
ACTRN12608000272392,DB00683,93,102,midazolam
ACTRN12608000272392,DB00683,182,191,midazolam
ACTRN12608000272392,DB10707,241,247,cotton
ACTRN12608000277347,DB00818,0,8,Propofol
ACTRN12608000291381,DB00296,43,54,ropivacaine
ACTRN12608000293369,DB01202,12,25,Levetiracetam
ACTRN12608000293369,DB01202,199,212,levetiracetam
ACTRN12608000295347,DB00328,0,12,Indomethacin
ACTRN12608000297325,DB00296,44,55,ropivacaine
